city,state_id,state_name,county_fips,county_name,latt,long,population,density,timezone,ranking,zips,loc_id
Wilderness Rim,WA,Washington,53033,King,47.4464,-121.769,1770,1098.1,America/Los_Angeles,3,98045,302003
Roseland,OH,Ohio,39139,Richland,40.7862,-82.5472,1859,1098,America/New_York,3,44906,576213
Sandy Springs,GA,Georgia,13121,Fulton,33.9366,-84.3703,107198,1097.6,America/New_York,2,30350 30327 30328 30342 30358 31150 31156,580022
Fairfield,AL,Alabama,01073,Jefferson,33.4747,-86.9194,9846,1097.5,America/Chicago,3,35064,370001
Pole Ojea,PR,Puerto Rico,72023,Cabo Rojo,17.9743,-67.1832,1579,1097.2,America/Puerto_Rico,3,00622,737121
Point Marion,PA,Pennsylvania,42051,Fayette,39.7354,-79.9008,1151,1097.2,America/New_York,3,15474,206243
La Grande,OR,Oregon,41061,Union,45.3242,-118.0865,13059,1096.7,America/Los_Angeles,3,97850,190011
Ravensworth,VA,Virginia,51059,Fairfax,38.8033,-77.2222,2566,1096.7,America/New_York,3,22151 22160,401207
Oxford,OH,Ohio,39017,Butler,39.5061,-84.7446,22069,1095.9,America/New_York,3,45056,465441
Los Gatos,CA,California,06085,Santa Clara,37.2304,-121.9562,32773,1095.2,America/Los_Angeles,3,95032 95030 95036,271002
Martinsburg,WV,West Virginia,54003,Berkeley,39.4582,-77.9776,18805,1095,America/New_York,3,25401 25403 25404 25402,123001
Yacolt,WA,Washington,53011,Clark,45.8652,-122.4062,1628,1094,America/Los_Angeles,3,98675,768204
Freedom,CA,California,06087,Santa Cruz,36.9403,-121.7953,3211,1093.8,America/Los_Angeles,3,95076 95019,700109
Mayagüez,PR,Puerto Rico,72097,Mayagüez,18.2003,-67.1397,88722,1093.5,America/Puerto_Rico,3,00682 00680 00681,271001
Normal,IL,Illinois,17113,McLean,40.5217,-88.9884,52908,1093.4,America/Chicago,3,61761 61790,326517
North Richmond,CA,California,06013,Contra Costa,37.9641,-122.3711,3935,1093.4,America/Los_Angeles,3,94801,607802
Bliss Corner,MA,Massachusetts,25005,Bristol,41.6053,-70.9421,5666,1093.2,America/New_York,3,02748,560104
Fall River,MA,Massachusetts,25005,Bristol,41.7136,-71.1015,93764,1093,America/New_York,3,02724 02723 02720 02721 02717 02790 02747 02722,176304
Harriman,NY,New York,36071,Orange,41.3088,-74.1445,2843,1092.9,America/New_York,3,10926,737103
Old Brownsboro Place,KY,Kentucky,21111,Jefferson,38.2892,-85.6132,367,1092.3,America/New_York,3,40242 40241,562106
Lake in the Hills,IL,Illinois,17111,McHenry,42.1913,-88.3477,28853,1091.7,America/Chicago,3,60156,570029
North Ogden,UT,Utah,49057,Weber,41.3123,-111.9584,21473,1091.5,America/Denver,3,84414,473446
Clementon,NJ,New Jersey,34007,Camden,39.8046,-74.985,5351,1091.5,America/New_York,3,08021,688524
Pimlico,SC,South Carolina,45015,Berkeley,33.0989,-79.9606,1940,1091.3,America/New_York,3,29461,282004
Bowie,MD,Maryland,24033,Prince George's,38.9549,-76.7406,57771,1091.2,America/New_York,3,20720 20721 20716 20715 20717 20718 20719,413003
Bethel Park,PA,Pennsylvania,42003,Allegheny,40.3238,-80.0364,33070,1091.1,America/New_York,3,15102 15234,641104
Brielle,NJ,New Jersey,34025,Monmouth,40.1048,-74.0637,4960,1090.9,America/New_York,3,08730,679531
Fruitvale,CO,Colorado,08077,Mesa,39.0933,-108.4789,7998,1090.8,America/Denver,3,81504,801301
Jupiter,FL,Florida,12099,Palm Beach,26.92,-80.1128,61097,1090.7,America/New_York,3,33477 33458 33468,812002
Emporium,PA,Pennsylvania,42023,Cameron,41.5102,-78.2362,2005,1090.7,America/New_York,3,15834,563125
Frankfort,OH,Ohio,39141,Ross,39.4063,-83.1836,1419,1090.6,America/New_York,3,45628,423501
Fresno,TX,Texas,48157,Fort Bend,29.5357,-95.4696,24087,1090.4,America/Chicago,3,77545,401205
Fort Hunt,VA,Virginia,51059,Fairfax,38.7361,-77.0589,16519,1090.1,America/New_York,3,22308 22307,691015
Owensboro,KY,Kentucky,21059,Daviess,37.7575,-87.1172,81734,1089.7,America/Chicago,3,42301 42303 42304,678575
Roseville,OH,Ohio,39127,Perry,39.8064,-82.0758,1940,1089.6,America/New_York,3,43777,641002
Carrizo Hill,TX,Texas,48127,Dimmit,28.5032,-99.8294,1355,1089.4,America/Chicago,3,78834,518124
Madeira,OH,Ohio,39061,Hamilton,39.1856,-84.3734,9454,1089.2,America/New_York,3,45243,500046
Homewood at Martinsburg,PA,Pennsylvania,42013,Blair,40.3044,-78.3323,278,1088.7,America/New_York,3,16662,627859
Spring Drive Mobile Home Park,PA,Pennsylvania,42013,Blair,40.3071,-78.3301,154,1088.7,America/New_York,3,16662,171002
Middlebranch,OH,Ohio,39151,Stark,40.8967,-81.3322,2370,1088.5,America/New_York,3,44652 44721,625017
St. Charles,MO,Missouri,29183,St. Charles,38.7954,-90.5157,71048,1088.1,America/Chicago,3,63301 63303 63302,831003
Lithonia,GA,Georgia,13089,DeKalb,33.7129,-84.106,2614,1087.8,America/New_York,3,30058,843101
Meadowlakes,TX,Texas,48053,Burnet,30.5639,-98.2955,2113,1087.8,America/Chicago,3,78654,136020
Shenandoah,PA,Pennsylvania,42107,Schuylkill,40.8167,-76.2003,4256,1087.7,America/New_York,3,17976,741402
Centerville,UT,Utah,49011,Davis,40.9284,-111.8848,16692,1087.5,America/Denver,3,84014 84087,769001
Port Clinton,OH,Ohio,39123,Ottawa,41.5094,-82.9385,5999,1087.2,America/New_York,3,43452,123028
Richmond,TX,Texas,48157,Fort Bend,29.5824,-95.7563,12117,1086.8,America/Chicago,3,77406 77469,184142
Steiner Ranch,TX,Texas,48453,Travis,30.3654,-97.896,18683,1086.7,America/Chicago,3,78732,389180
Stratford Downtown,CT,Connecticut,09120,Greater Bridgeport,41.1989,-73.1276,1758,1086.6,America/New_York,3,06614 06615,562102
Roessleville,NY,New York,36001,Albany,42.6969,-73.7964,11327,1086.2,America/New_York,3,12205 12211,682001
Mishawaka,IN,Indiana,18141,St. Joseph,41.6742,-86.1666,50907,1086,America/Indiana/Indianapolis,3,46544 46545 46530 46546,331701
Bellevue,NE,Nebraska,31153,Sarpy,41.1485,-95.939,64355,1085.9,America/Chicago,3,68147 68123 68005 68157,450331
Centerport,NY,New York,36103,Suffolk,40.8951,-73.3704,6219,1085.7,America/New_York,3,11721,673524
Valrico,FL,Florida,12057,Hillsborough,27.9193,-82.2293,38820,1085.4,America/New_York,3,33594 33596,504103
Lamont,CA,California,06029,Kern,35.2659,-118.9159,13481,1085.2,America/Los_Angeles,3,93307 93241,440004
Beverly,MA,Massachusetts,25009,Essex,42.5681,-70.8627,42408,1085.1,America/New_York,3,01965 01915,505325
Ford City,CA,California,06029,Kern,35.1647,-119.4584,4310,1084.4,America/Los_Angeles,3,93268,575015
Hackettstown,NJ,New Jersey,34041,Warren,40.854,-74.8257,10143,1084.3,America/New_York,3,07840,423203
Wekiwa Springs,FL,Florida,12117,Seminole,28.6984,-81.4251,24109,1083.9,America/New_York,3,32779 32752 32791,712125
Orlando,FL,Florida,12095,Orange,28.4773,-81.337,1913597,1083.2,America/New_York,1,32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32811 32812 32814 32802 32853 32854 32856 32861 32862 32872 32877 32885 32886 32891 32897,208014
Stanwood,WA,Washington,53061,Snohomish,48.2449,-122.3426,8351,1083.2,America/Los_Angeles,3,98292,784176
Rossville,MD,Maryland,24005,Baltimore,39.3572,-76.4767,15088,1083,America/New_York,3,21237 21236,612001
Coon Rapids,MN,Minnesota,27003,Anoka,45.1755,-93.3094,63348,1082.2,America/Chicago,3,55433 55448,631102
Comunas,PR,Puerto Rico,72151,Yabucoa,18.0846,-65.8435,3187,1082,America/Puerto_Rico,3,00767,147201
Roberts,ID,Idaho,16051,Jefferson,43.7208,-112.1284,534,1082,America/Boise,3,83444,574232
Fort Mitchell,KY,Kentucky,21117,Kenton,39.046,-84.5562,8676,1081.5,America/New_York,3,41011 41017,734003
Piedmont,WV,West Virginia,54057,Mineral,39.4778,-79.0466,872,1081.5,America/New_York,3,26750,842004
Conley,GA,Georgia,13063,Clayton,33.6399,-84.3376,5404,1080.1,America/New_York,3,30288 30297 30294,744112
Helmetta,NJ,New Jersey,34023,Middlesex,40.3777,-74.4238,2317,1080,America/New_York,3,08828,208010
Spokane Valley,WA,Washington,53063,Spokane,47.6626,-117.2346,105460,1079.5,America/Los_Angeles,2,99206 99016 99212 99216 99037 99211 99213 99215,382010
Vineyard,UT,Utah,49049,Utah,40.3059,-111.7545,13510,1079.5,America/Denver,3,84059,680523
Palo Alto,CA,California,06085,Santa Clara,37.3905,-122.1468,67231,1079.3,America/Los_Angeles,3,94028 94022 94303 94301 94306 94304 94302,811213
Woodstock,GA,Georgia,13057,Cherokee,34.1026,-84.5091,36297,1079.2,America/New_York,3,30189 30188,629001
Wasco,CA,California,06029,Kern,35.5938,-119.3671,26222,1078.5,America/Los_Angeles,3,93280,312001
Valle Vista,CA,California,06065,Riverside,33.7436,-116.8871,19263,1078.5,America/Los_Angeles,3,92544,516214
Chinook,MT,Montana,30005,Blaine,48.5902,-109.2319,1460,1078.5,America/Denver,3,59523,273408
Claysville,PA,Pennsylvania,42125,Washington,40.1199,-80.4131,659,1078.4,America/New_York,3,15323,680614
Oakley,CA,California,06013,Contra Costa,37.9929,-121.6952,44311,1078.3,America/Los_Angeles,3,94561,627357
Loma Linda,CA,California,06071,San Bernardino,34.045,-117.2498,25021,1078.3,America/Los_Angeles,3,92350 92354 92324 92373 92318 92357,431601
Owosso,MI,Michigan,26155,Shiawassee,42.9955,-84.176,14658,1078.3,America/Detroit,3,48867,244701
Mango,FL,Florida,12057,Hillsborough,27.9914,-82.307,13037,1078.3,America/New_York,3,33610 33550 33584,332301
Loyola,CA,California,06085,Santa Clara,37.3503,-122.0979,3883,1078.3,America/Los_Angeles,3,94024,671321
Navy,VA,Virginia,51059,Fairfax,38.8882,-77.3907,3787,1077.8,America/New_York,4,22033 20171,823003
Long Hill,CT,Connecticut,09180,Southeastern Connecticut,41.3536,-72.0517,4292,1077.4,America/New_York,3,06340,766012
Fishers,IN,Indiana,18057,Hamilton,39.9588,-85.9659,100918,1076.9,America/Indiana/Indianapolis,2,46038 46040 46256 46037 46085,721306
South Monroe,MI,Michigan,26115,Monroe,41.8927,-83.4186,6771,1076.5,America/Detroit,3,48161,695573
Santa Clara,PR,Puerto Rico,72007,Aguas Buenas,18.211,-66.132,321,1076.5,America/Puerto_Rico,3,00703,441918
Wylie,TX,Texas,48085,Collin,33.0362,-96.5161,58991,1076.2,America/Chicago,3,75098 75166 75173,505467
Hillsborough,NJ,New Jersey,34035,Somerset,40.5069,-74.6523,22302,1076.1,America/New_York,3,08844,752108
Summit View,WA,Washington,53053,Pierce,47.1343,-122.3467,9014,1075.9,America/Los_Angeles,3,98375 98373,275202
Nazareth College,NY,New York,36055,Monroe,43.1031,-77.5193,1259,1075.8,America/New_York,3,14618,226011
Glen Head,NY,New York,36059,Nassau,40.8449,-73.618,4575,1075.3,America/New_York,3,11542 11545,209732
Ashley,PA,Pennsylvania,42079,Luzerne,41.2128,-75.8993,2599,1075.1,America/New_York,3,18706,800009
Sun Prairie,WI,Wisconsin,55025,Dane,43.1825,-89.2362,36455,1074.9,America/Chicago,3,53590,413305
Lakeside,CO,Colorado,08059,Jefferson,39.7802,-105.0579,8,1074.4,America/Denver,3,80212,251307
Glassport,PA,Pennsylvania,42003,Allegheny,40.3261,-79.8861,4400,1074.1,America/New_York,3,15045,571213
Villa Park,CA,California,06059,Orange,33.818,-117.8104,5776,1073.5,America/Los_Angeles,3,92861,624701
Yardley,PA,Pennsylvania,42017,Bucks,40.2408,-74.8386,2596,1073.2,America/New_York,3,19067,630001
Leisure Village East,NJ,New Jersey,34029,Ocean,40.0384,-74.1678,4309,1073,America/New_York,3,08701,494001
Pahala,HI,Hawaii,15001,Hawaii,19.1993,-155.4772,1785,1072.9,Pacific/Honolulu,3,96777,509324
Lincoln,ND,North Dakota,38015,Burleigh,46.7688,-100.6978,4309,1072.7,America/Chicago,3,58504,787001
McKinley,PA,Pennsylvania,42091,Montgomery,40.0839,-75.1106,2452,1072.3,America/New_York,3,19046 19027,759021
Little Elm,TX,Texas,48121,Denton,33.1858,-96.9295,51426,1072.2,America/Chicago,3,75068 76227,497118
Island Heights,NJ,New Jersey,34029,Ocean,39.9424,-74.1454,1691,1072.2,America/New_York,3,08732,712250
Seabrook,TX,Texas,48201,Harris,29.5751,-95.0235,13617,1071.7,America/Chicago,3,77586,683542
Druid Hills,GA,Georgia,13089,DeKalb,33.7842,-84.3272,8278,1071.2,America/New_York,3,30307 30306,788004
St. Vincent College,PA,Pennsylvania,42129,Westmoreland,40.2914,-79.4054,1397,1071.2,America/New_York,3,15650,682025
Mount Pleasant,MI,Michigan,26073,Isabella,43.5966,-84.7759,21420,1071,America/Detroit,3,48858 48859,276136
Pikesville,MD,Maryland,24005,Baltimore,39.3893,-76.702,34253,1070.9,America/New_York,3,21153 21208 21209 21022 21282,515201
Waukesha,WI,Wisconsin,55133,Waukesha,43.0087,-88.2464,70779,1070.7,America/Chicago,3,53186 53188 53189 53187,587315
North Canton,OH,Ohio,39151,Stark,40.8742,-81.3971,17746,1070.7,America/New_York,3,44709 44720,853204
Edgewater,MD,Maryland,24003,Anne Arundel,38.9373,-76.5572,8297,1070.7,America/New_York,3,21037,283105
Dunkirk,NY,New York,36013,Chautauqua,42.4801,-79.3324,12597,1070.2,America/New_York,3,14048,711104
Bonney Lake,WA,Washington,53053,Pierce,47.1791,-122.17,22776,1070.1,America/Los_Angeles,3,98391,680002
Mary Esther,FL,Florida,12091,Okaloosa,30.4127,-86.6588,4034,1070.1,America/Chicago,3,32569,620026
College Place,WA,Washington,53071,Walla Walla,46.0419,-118.3878,9828,1069.9,America/Los_Angeles,3,99324 99362,781125
Citrus Park,FL,Florida,12057,Hillsborough,28.073,-82.5628,28163,1069.8,America/New_York,3,33625 33556,172002
Haymarket,VA,Virginia,51153,Prince William,38.8121,-77.6363,1591,1069.6,America/New_York,3,20169 20168,576105
Barberton,OH,Ohio,39153,Summit,41.0095,-81.6037,24977,1069.5,America/New_York,3,44203,680301
Steger,IL,Illinois,17031,Cook,41.4723,-87.6176,9449,1069.3,America/Chicago,3,60475,670501
Hapeville,GA,Georgia,13121,Fulton,33.6609,-84.4093,6590,1069.3,America/New_York,3,30354,530004
Phoenix,IL,Illinois,17031,Cook,41.6118,-87.6308,1284,1069.3,America/Chicago,3,60426,583231
Boise,ID,Idaho,16001,Ada,43.6005,-116.2308,449428,1068.7,America/Boise,2,83703 83702 83706 83705 83704 83709 83712 83716 83713 83725 83720 83701 83708 83715 83717 83722 83724 83728 83729 83735 83756 83799,141123
Weston,FL,Florida,12011,Broward,26.1006,-80.4054,67952,1067.4,America/New_York,3,33326 33327 33331 33332,176208
Quinnipiac University,CT,Connecticut,09170,South Central Connecticut,41.4174,-72.8992,3821,1067.4,America/New_York,3,06518,452020
Meadowdale,WA,Washington,53061,Snohomish,47.8583,-122.316,2948,1067.3,America/Los_Angeles,3,98026,759125
Village Shires,PA,Pennsylvania,42017,Bucks,40.2016,-74.9706,3360,1067.2,America/New_York,3,18966,364270
Irondale,GA,Georgia,13063,Clayton,33.4773,-84.3601,8722,1067.1,America/New_York,3,30238,700131
Laurel,MT,Montana,30111,Yellowstone,45.6735,-108.7707,7198,1067,America/Denver,3,59044,504251
Lorain,OH,Ohio,39093,Lorain,41.4409,-82.184,203802,1066.5,America/New_York,2,44052 44053 44055,581343
Oxford,MI,Michigan,26125,Oakland,42.8218,-83.2563,3478,1066.5,America/Detroit,3,48371,491228
Wauconda,IL,Illinois,17097,Lake,42.2749,-88.1359,14010,1066.4,America/Chicago,3,60084,678613
Palm Valley,TX,Texas,48061,Cameron,26.2015,-97.7546,1650,1066.2,America/Chicago,3,78552,562130
Chapel Hill,NC,North Carolina,37135,Orange,35.9271,-79.0391,59889,1065.9,America/New_York,3,27599 27516 27514 27517 27515,686632
Forestville,MD,Maryland,24033,Prince George's,38.8518,-76.8708,10839,1065.7,America/New_York,3,20747,533401
Lemoore,CA,California,06031,Kings,36.2949,-119.7983,27023,1065.6,America/Los_Angeles,3,93245,413002
Marion,OH,Ohio,39101,Marion,40.5973,-83.1227,35771,1065.4,America/New_York,3,43302,505122
Roseville,MN,Minnesota,27123,Ramsey,45.0155,-93.1545,35905,1064.8,America/Chicago,3,55113,242307
Lawrence,KS,Kansas,20045,Douglas,38.9597,-95.2642,96380,1064.6,America/Chicago,3,66045 66044 66047 66046 66049,416101
Tarpon Springs,FL,Florida,12103,Pinellas,28.1493,-82.7623,25522,1064.2,America/New_York,3,34689,244102
Hokendauqua,PA,Pennsylvania,42077,Lehigh,40.6585,-75.4952,3037,1064.2,America/New_York,3,18052,610107
Sultana,CA,California,06107,Tulare,36.5455,-119.3379,957,1064.2,America/Los_Angeles,3,93666 93618,824101
Pinardville,NH,New Hampshire,33011,Hillsborough,43.001,-71.5171,4586,1064.1,America/New_York,3,03045 03102,673634
El Verano,CA,California,06097,Sonoma,38.2975,-122.4915,3154,1064,America/Los_Angeles,3,95476 95433,515212
Marble Cliff,OH,Ohio,39049,Franklin,39.9857,-83.0614,950,1064,America/New_York,3,43212 43215,411025
Mount Arlington,NJ,New Jersey,34027,Morris,40.919,-74.639,5901,1063.7,America/New_York,3,07856,731102
Monrovia,CA,California,06037,Los Angeles,34.165,-117.9921,37553,1063.6,America/Los_Angeles,3,91016 91017 91185,688504
South Greeley,WY,Wyoming,56021,Laramie,41.0929,-104.8066,4596,1063.5,America/Denver,3,82007,227101
Seaside Park,NJ,New Jersey,34029,Ocean,39.9264,-74.0785,1804,1063.5,America/New_York,3,08752,712410
Shiloh,OH,Ohio,39113,Montgomery,39.8159,-84.2317,10785,1063.4,America/New_York,3,45405 45415,700115
West Terre Haute,IN,Indiana,18167,Vigo,39.4638,-87.4506,2073,1063.3,America/Indiana/Indianapolis,3,47885,221011
Silver Lake,KS,Kansas,20177,Shawnee,39.0994,-95.8563,1549,1062.8,America/Chicago,3,66539,249145
South Glens Falls,NY,New York,36091,Saratoga,43.2951,-73.6351,3739,1062.7,America/New_York,3,12803,497225
Coquí,PR,Puerto Rico,72123,Salinas,17.9793,-66.2255,2563,1062.7,America/Puerto_Rico,3,00704,402201
Colesville,MD,Maryland,24031,Montgomery,39.073,-77.001,14075,1062.4,America/New_York,3,20904 20914,523002
Eureka,CA,California,06023,Humboldt,40.7943,-124.1564,26302,1061.5,America/Los_Angeles,3,95503 95501 95521 95502 95534,563135
El Negro,PR,Puerto Rico,72151,Yabucoa,18.037,-65.8494,1259,1061,America/Puerto_Rico,3,00767,761037
Lely,FL,Florida,12021,Collier,26.1032,-81.7297,3770,1060.9,America/New_York,3,34113,833201
Wildewood,MD,Maryland,24037,St. Mary's,38.3035,-76.547,7765,1060.8,America/New_York,3,20619,691574
Banks,OR,Oregon,41067,Washington,45.615,-123.1071,2092,1060.6,America/Los_Angeles,3,97106,680682
Katonah,NY,New York,36119,Westchester,41.256,-73.6857,2016,1060.2,America/New_York,3,10536,508373
Tillamook,OR,Oregon,41057,Tillamook,45.4562,-123.8331,5229,1060.1,America/Los_Angeles,3,97141,621216
Struthers,OH,Ohio,39099,Mahoning,41.051,-80.592,9995,1059.9,America/New_York,3,44471,121101
North Olmsted,OH,Ohio,39035,Cuyahoga,41.4149,-81.919,32031,1059.5,America/New_York,3,44070,841207
La Luisa,PR,Puerto Rico,72091,Manatí,18.4488,-66.5078,2700,1059.5,America/Puerto_Rico,3,00674,609202
Fort Walton Beach,FL,Florida,12091,Okaloosa,30.4255,-86.6222,20956,1059.2,America/Chicago,3,32548 32547 32549,425107
Zephyrhills South,FL,Florida,12101,Pasco,28.2152,-82.1886,5422,1059,America/New_York,3,33542 33541,530027
Elk Grove Village,IL,Illinois,17031,Cook,42.0064,-87.9921,32132,1058.8,America/Chicago,3,60007 60009,766029
Wickliffe,OH,Ohio,39085,Lake,41.6072,-81.469,12639,1058.8,America/New_York,3,44092,389001
Grand Prairie,TX,Texas,48113,Dallas,32.6871,-97.0208,198564,1058.6,America/Chicago,2,75052 75050 75051 75054 75104 75053 75265,231312
Monaca,PA,Pennsylvania,42007,Beaver,40.6833,-80.2736,5557,1058.5,America/New_York,3,15061,502220
Southern View,IL,Illinois,17167,Sangamon,39.7543,-89.6511,1838,1058.5,America/Chicago,3,62703,327604
Claremont,CA,California,06037,Los Angeles,34.1259,-117.7153,36553,1058.4,America/Los_Angeles,3,91711,524322
Kachina Village,AZ,Arizona,04005,Coconino,35.0947,-111.6928,3212,1058.4,America/Phoenix,3,86005,700096
Westminster,LA,Louisiana,22033,East Baton Rouge,30.408,-91.0906,2810,1058,America/Chicago,3,70809,691601
Minoa,NY,New York,36067,Onondaga,43.0742,-76.0083,3657,1057.9,America/New_York,3,13116,208015
Groesbeck,OH,Ohio,39061,Hamilton,39.229,-84.5959,8036,1057.8,America/New_York,3,45247 45251 45239,689509
Cottage Grove,OR,Oregon,41039,Lane,43.796,-123.0573,10630,1057.7,America/Los_Angeles,3,97424,486886
Cary,IL,Illinois,17111,McHenry,42.2129,-88.2494,17875,1057.6,America/Chicago,3,60013,431007
Short Hills,NJ,New Jersey,34013,Essex,40.7389,-74.3278,14398,1057.5,America/New_York,3,07078,177209
Eastlake,OH,Ohio,39085,Lake,41.6581,-81.4322,17538,1057,America/New_York,3,44095 44097,686541
Bermuda Dunes,CA,California,06065,Riverside,33.7435,-116.2874,8074,1056.8,America/Los_Angeles,3,92203,577422
East Rutherford,NJ,New Jersey,34003,Bergen,40.8179,-74.0854,10154,1056.3,America/New_York,3,07073,679515
Carmichaels,PA,Pennsylvania,42059,Greene,39.8977,-79.9749,422,1056.2,America/New_York,3,15320,520011
Hudson,NY,New York,36021,Columbia,42.2515,-73.7859,5900,1055.7,America/New_York,3,12534,523230
Inverness,CO,Colorado,08005,Arapahoe,39.5758,-104.8653,3088,1055.6,America/Denver,3,80112,751007
Indio,CA,California,06065,Riverside,33.7346,-116.2346,371926,1055,America/Los_Angeles,2,92241 92201 92203,612204
Palos Verdes Estates,CA,California,06037,Los Angeles,33.7872,-118.3973,13047,1054.8,America/Los_Angeles,3,90274,508206
Moundsville,WV,West Virginia,54051,Marshall,39.9221,-80.7422,7934,1054,America/New_York,3,26041,522509
Totowa,NJ,New Jersey,34031,Passaic,40.9039,-74.2214,10919,1053.9,America/New_York,3,07512 07511,831014
Pemberton Heights,NJ,New Jersey,34005,Burlington,39.9563,-74.6768,2643,1053.9,America/New_York,3,08068,560018
Provo,UT,Utah,49049,Utah,40.2457,-111.6457,639820,1053.7,America/Denver,2,84606 84604 84602 84601 84603 84605,689547
Emmett,ID,Idaho,16045,Gem,43.8693,-116.4916,7948,1053.6,America/Boise,3,83617,788155
River Park,FL,Florida,12111,St. Lucie,27.3214,-80.3308,6415,1053.3,America/New_York,3,34983 34952,416602
Long Lake,IL,Illinois,17097,Lake,42.3758,-88.1276,3219,1053.2,America/Chicago,3,60073 60041,629004
Palmview South,TX,Texas,48215,Hidalgo,26.2083,-98.3779,2301,1052.9,America/Chicago,3,78572,250110
Discovery Bay,CA,California,06013,Contra Costa,37.9063,-121.599,15243,1052.5,America/Los_Angeles,3,94505,517520
Mount Morris,MI,Michigan,26049,Genesee,43.1176,-83.6987,3130,1052.4,America/Detroit,3,48458,671124
Elsa,TX,Texas,48215,Hidalgo,26.2978,-97.9936,5688,1052.1,America/Chicago,3,78543,673121
Hamilton Square,NJ,New Jersey,34021,Mercer,40.2248,-74.6526,11643,1051.4,America/New_York,3,08690 08691,688540
Mont Alto,PA,Pennsylvania,42055,Franklin,39.8404,-77.5559,1531,1050.6,America/New_York,3,17237,670012
Watertown,NY,New York,36045,Jefferson,43.9734,-75.9094,24574,1050.5,America/New_York,3,13601,412405
Hato Candal,PR,Puerto Rico,72119,Río Grande,18.3732,-65.7906,1613,1050.2,America/Puerto_Rico,3,00745,700127
Carbondale,PA,Pennsylvania,42069,Lackawanna,41.5714,-75.5048,8820,1050.1,America/New_York,3,18407,671322
Clear Lake Shores,TX,Texas,48167,Galveston,29.5454,-95.0325,1182,1050,America/Chicago,3,77565,570026
Sykesville,MD,Maryland,24013,Carroll,39.3716,-76.9716,4346,1049.8,America/New_York,3,21784,688505
Malvern,PA,Pennsylvania,42029,Chester,40.0329,-75.5146,3427,1049.8,America/New_York,3,19355,695502
Jeffersontown,KY,Kentucky,21111,Jefferson,38.2049,-85.5701,28988,1049.7,America/New_York,3,40299 40220 40223 40224,786623
Carolina Beach,NC,North Carolina,37129,New Hanover,34.0396,-77.8966,6665,1049.5,America/New_York,3,28428,451551
Milford,PA,Pennsylvania,42103,Pike,41.3238,-74.8012,1275,1049.5,America/New_York,3,18337,249151
Log Lane Village,CO,Colorado,08087,Morgan,40.2697,-103.829,948,1049.5,America/Denver,3,80705,444005
Woodbourne,PA,Pennsylvania,42017,Bucks,40.2017,-74.8873,3351,1049.4,America/New_York,3,19047,110080
Bakersfield,CA,California,06029,Kern,35.3529,-119.0359,578542,1049.2,America/Los_Angeles,2,93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93383 93384 93385 93387 93389 93390,679514
Danville,PA,Pennsylvania,42093,Montour,40.9615,-76.6121,4225,1048.7,America/New_York,3,17821,673308
Hudson,PA,Pennsylvania,42079,Luzerne,41.2773,-75.8312,1278,1048.7,America/New_York,3,18705,586103
Fredericksburg,VA,Virginia,51630,Fredericksburg,38.2992,-77.4872,166746,1048.6,America/New_York,2,22401 22404 22412,711303
Cumberland Hill,RI,Rhode Island,44007,Providence,41.9736,-71.4605,8638,1048.5,America/New_York,3,02864,509217
Brunswick,OH,Ohio,39103,Medina,41.2465,-81.8198,35284,1048.3,America/New_York,3,44212,403104
Bel Air South,MD,Maryland,24025,Harford,39.5022,-76.3113,57702,1047.5,America/New_York,3,21009 21015 21014,765002
Cashmere,WA,Washington,53007,Chelan,47.5175,-120.467,3263,1047.3,America/Los_Angeles,3,98815,670663
Sugar Land,TX,Texas,48157,Fort Bend,29.5935,-95.6358,109735,1047,America/Chicago,2,77498 77478 77479 77487 77496,361001
Creekside,KY,Kentucky,21111,Jefferson,38.2914,-85.5701,378,1047,America/New_York,3,40241,695126
Hickory Hill,KY,Kentucky,21111,Jefferson,38.2877,-85.5679,144,1047,America/New_York,3,40241,585302
Sheridan,CO,Colorado,08005,Arapahoe,39.6468,-105.0182,6031,1046.4,America/Denver,3,80110,370205
Culpeper,VA,Virginia,51047,Culpeper,38.4704,-78.0001,20437,1046.2,America/New_York,3,22701,632006
New Plymouth,ID,Idaho,16075,Payette,43.9705,-116.8189,1863,1046.1,America/Boise,3,83655,689623
Orland,CA,California,06021,Glenn,39.7461,-122.1856,8252,1046,America/Los_Angeles,3,95963,680553
Baywood Park,CA,California,06081,San Mateo,37.5292,-122.3417,1481,1045.7,America/Los_Angeles,3,94402,211007
Holtsville,NY,New York,36103,Suffolk,40.8124,-73.0447,19250,1045.5,America/New_York,3,11742 00501 00544,691005
Lebanon South,PA,Pennsylvania,42075,Lebanon,40.328,-76.4066,2100,1045.5,America/New_York,3,17042,754213
Inniswold,LA,Louisiana,22033,East Baton Rouge,30.3982,-91.071,6061,1045.3,America/Chicago,3,70809 70826,441601
Little Canada,MN,Minnesota,27123,Ramsey,45.0244,-93.0863,10546,1044.5,America/Chicago,3,55117,496331
Windcrest,TX,Texas,48029,Bexar,29.515,-98.3818,5815,1044.4,America/Chicago,3,78239 78218,743502
Taft Southwest,TX,Texas,48409,San Patricio,27.9711,-97.4055,1399,1044.2,America/Chicago,3,78390,625005
